Wall time,Step,Value
1617807786,1319,0.175002276
1617807841,1327,0.176637236
1617807861,1330,0.18714529
1617807881,1333,0.178486633
1617807902,1336,0.183038402
1617807908,1337,0.187862548
1617808031,1355,0.17488366
1617808133,1370,0.188234984
1617808235,1385,0.179346884
1617808255,1388,0.179859856
1617808262,1389,0.191141933
1617808275,1391,0.190529134
1617808282,1392,0.177255133
1617808431,1414,0.186513783
1617808465,1419,0.178924401
1617808486,1422,0.182423776
1617808513,1426,0.178156374
1617808527,1428,0.977237243
1617808554,1432,0.174709945
1617808581,1436,0.255822949
1617808608,1440,0.210603257
1617808777,1465,0.198876765
1617808784,1466,0.211834488
1617808858,1477,0.220264983
1617808913,1485,0.178595411
1617808919,1486,0.175327738
1617808940,1489,0.217913417
1617808953,1491,0.178626401
1617809021,1501,0.209570536
1617809068,1508,0.181140145
1617809170,1523,0.173330167
1617809177,1524,0.186112593
1617809197,1527,0.178339693
1617809360,1551,0.189928163
1617809367,1552,0.190234405
1617809475,1568,0.204195525
1617809482,1569,0.175984006
1617809543,1578,0.18575174
1617809583,1584,0.256832223
1617809611,1588,0.195847265
1617809672,1597,0.211649574
1617809719,1604,0.176370505
1617809726,1605,0.18429826
1617809760,1610,0.19097944
1617809814,1618,0.203595101
1617809875,1627,0.175505504
1617809909,1632,0.190585526
1617809943,1637,0.215993985
1617809963,1640,0.181892037
1617809997,1645,0.174532237
1617810018,1648,0.178575609
1617810045,1652,0.174410746
1617810099,1660,0.179395615
1617810153,1668,0.176856469
1617810200,1675,0.249621039
1617810248,1682,0.197548047
1617810309,1691,0.202777679
1617810336,1695,0.184276281
1617810342,1696,0.176272821
1617810349,1697,0.212497287
1617810363,1699,0.178587157
1617810383,1702,0.182071538
1617810431,1709,0.184830127
1617810492,1718,0.174579548
1617810560,1728,0.187695096
1617810588,1732,0.191717607
1617810601,1734,0.185982022
1617810621,1737,0.174318673
1617810655,1742,0.175867463
1617810676,1745,0.182113948
1617810682,1746,0.174455333
1617810689,1747,0.200576195
1617810818,1766,0.196819846
1617810880,1775,0.26582242
1617810920,1781,0.176446931
1617810967,1788,0.178324047
1617810974,1789,0.182406034
1617811035,1798,0.182532927
1617811082,1805,0.191882206
1617811164,1817,0.205161492
1617811225,1826,0.177326379
1617811253,1830,0.174971437
1617811321,1840,0.172851165
1617811348,1844,0.17510514
1617811382,1849,0.206295378
1617811409,1853,0.181053113
1617811498,1866,0.179882289
1617811518,1869,0.21058484
1617811558,1875,0.191286136
1617811565,1876,0.173134869
1617811572,1877,0.175817905
1617811803,1911,0.174202246
1617811843,1917,0.297301053
1617811891,1924,0.185119
1617811932,1930,0.178653689
1617811959,1934,0.176480843
1617811972,1936,0.19034096
1617811986,1938,0.173886342
1617812027,1944,0.174971495
1617812048,1947,0.174423575
1617812061,1949,0.190571335
1617812081,1952,0.198689755
1617812184,1967,0.178355549
1617812197,1969,0.178128481
1617812279,1981,0.187280821
1617812286,1982,0.174244225
1617812293,1983,0.181924994
1617812387,1997,0.17369173
1617812415,2001,0.177844684
1617812442,2005,0.201231148
1617812497,2013,0.173197174
1617812524,2017,0.176951115
1617812592,2027,0.188879401
1617812612,2030,0.174835953
1617812632,2033,0.178884948
1617812653,2036,0.173204753
1617812687,2041,0.228482671
1617812816,2060,0.18287393
1617812898,2072,0.193958345
1617812904,2073,0.176928018
1617812925,2076,0.172336563
1617812932,2077,0.174404983
1617812945,2079,0.183812086
1617812959,2081,0.172652479
1617812986,2085,0.177549839
1617813013,2089,0.183767243
1617813047,2094,0.177844556
1617813061,2096,0.178108644
1617813163,2111,0.171268731
1617813190,2115,0.177929818
1617813366,2141,0.180586812
1617813387,2144,0.178943935
1617813393,2145,0.187197118
1617813421,2149,0.187819393
1617813434,2151,0.176229922
1617813468,2156,0.178309146
1617813529,2165,0.174325437
1617813556,2169,0.201965263
1617813584,2173,0.19121985
1617813611,2177,0.222685444
1617813679,2187,0.177329336
1617813692,2189,0.177843054
1617813706,2191,0.180727628
1617813712,2192,0.213471334
1617813739,2196,0.178583665
1617813760,2199,0.178248342
1617813814,2207,0.177442399
1617813841,2211,0.221066386
1617813936,2225,0.181542244
1617813963,2229,0.2046776
1617813976,2231,0.187682314
1617814010,2236,0.173759635
1617814017,2237,0.201259949
1617814030,2239,0.172406819
1617814051,2242,0.175395503
1617814064,2244,0.195201207
1617814078,2246,0.180247577
1617814085,2247,0.174923148
1617814132,2254,0.173022458
1617814152,2257,0.179358793
1617814186,2262,0.177184283
1617814314,2281,0.174149033
1617814382,2291,0.202859589
1617814423,2297,0.173300877
1617814464,2303,0.201599859
1617814491,2307,0.219861954
1617814498,2308,0.175269367
1617814572,2319,0.176384149
1617814579,2320,0.218086364
1617814592,2322,0.17622239
1617814681,2335,0.182560727
1617814749,2345,0.197498593
1617814810,2354,0.179813954
1617814925,2371,0.174320501
1617815047,2389,0.178425747
1617815054,2390,0.178486924
1617815067,2392,0.203960179
1617815122,2400,0.199982198
1617815135,2402,0.202355394
1617815162,2406,0.183999806
1617815230,2416,0.196303916
1617815284,2424,0.176190271
1617815291,2425,0.172286201
1617815366,2436,0.17821067
1617815420,2444,0.270878104
1617815461,2450,0.176955445
1617815468,2451,0.213819626
1617815481,2453,0.200086599
1617815495,2455,0.184696319
1617815529,2460,0.22414939
1617815698,2485,0.174989388
1617815705,2486,0.18121982
1617815773,2496,0.176016358
1617815786,2498,0.210930733
1617815813,2502,0.180020614
1617815820,2503,0.179812545
1617815915,2517,0.176771299
1617815956,2523,0.182974886
1617815990,2528,0.177311106
1617816003,2530,0.176243531
1617816017,2532,0.184082706
1617816030,2534,0.179675967
1617816119,2547,0.199549552
1617816146,2551,0.241678813
1617816159,2553,0.208492111
1617816179,2556,0.180980307
1617816240,2565,0.185399782
1617816247,2566,0.211224402
1617816315,2576,0.268294523
1617816328,2578,0.180614379
1617816410,2590,0.17644004
1617816417,2591,0.180087204
1617816424,2592,0.226442004
1617816451,2596,0.189766067
1617816478,2600,0.214931159
1617816518,2606,0.388204586
1617816634,2623,0.178563863
1617816674,2629,0.172290462
1617816681,2630,0.178994681
1617816736,2638,0.188423763
1617816776,2644,0.186936662
1617816817,2650,0.17485118
1617816851,2655,0.277838763
1617817009,2678,0.214577559
1617817022,2680,0.173396931
1617817056,2685,0.183555786
1617817090,2690,0.195681863
1617817180,2703,0.17462984
1617817227,2710,0.218288251
1617817329,2725,0.221993471
1617817412,2737,0.172555994
1617817437,2740,0.18864572
1617817478,2746,0.175607938
1617817532,2754,0.202856539
1617817539,2755,0.174014166
1617817546,2756,0.196234649
1617817552,2757,0.172076677
1617817613,2766,0.175995182
1617817770,2789,0.260063983
1617817777,2790,0.172616076
1617817784,2791,0.173983246
1617817839,2798,0.17566313
1617817914,2809,0.175473467
1617817928,2811,0.180330069
1617818009,2823,0.17506103
1617818016,2824,0.183335412
1617818036,2827,0.191702123
1617818050,2829,0.177129451
1617818057,2830,0.175230624
1617818199,2851,0.181466457
1617818254,2859,0.177867606
1617818335,2871,0.182461971
1617818342,2872,0.217193831
1617818397,2880,0.171939144
1617818403,2881,0.190305454
1617818444,2887,0.182746584
1617818465,2890,0.179607165
1617818506,2896,0.187133625
1617818533,2900,0.238633063
1617818649,2917,0.707039097
1617818663,2919,0.176509749
1617818669,2920,0.360788079
1617818676,2921,0.212766137
1617818751,2932,0.269526173
1617818873,2950,0.188678992
1617818989,2967,0.185684662
1617819037,2974,0.178232032
1617819044,2975,0.199868088
1617819064,2978,0.189989863
1617819173,2994,0.173916679
1617819200,2998,0.172746042
1617819234,3003,0.17419341
1617819248,3005,0.198443513
1617819261,3007,0.173596607
1617819275,3009,0.261753867
1617819289,3011,0.209045736
1617819316,3015,0.183181453
1617819322,3016,0.17845449
1617819397,3027,0.196497655
1617819418,3030,0.198739162
1617819472,3038,0.197563693
1617819492,3041,0.181803969
1617819499,3042,0.445020804
1617819553,3050,0.191940914
1617819655,3065,0.175470533
1617819682,3069,0.180211186
1617819696,3071,0.176623766
1617819798,3086,0.173866015
1617819887,3099,0.175512116
1617820043,3122,0.20592967
1617820145,3137,0.176370202
1617820152,3138,0.181468902
1617820193,3144,0.180574297
1617820200,3145,0.187030795
1617820234,3150,0.18193078
1617820268,3155,0.19080746
1617820295,3159,0.182084297
1617820309,3161,0.240510376
1617820418,3177,0.237522088
1617820493,3188,0.187780173
1617820540,3195,0.196276465
1617820547,3196,0.175919826
1617820594,3203,0.204920373
1617820615,3206,0.177351444
1617820777,3230,0.179994036
1617820797,3233,0.182398199
1617820845,3240,0.183853554
1617820865,3243,0.171276694
1617820872,3244,0.283521693
1617820886,3246,0.216787937
1617820892,3247,0.200593052
1617821028,3267,0.175388693
1617821062,3272,0.180765823
1617821122,3281,0.177296076
1617821136,3283,0.188066799
1617821150,3285,0.174924941
1617821197,3292,0.178928021
1617821285,3305,0.174070115
1617821299,3307,0.217665592
1617821339,3313,0.375729799
1617821394,3321,0.177615986
1617821435,3327,0.186899444
1617821441,3328,0.174890191
1617821475,3333,0.233665761
1617821509,3338,0.178567693
1617821557,3345,0.348058529
1617821638,3357,0.279646646
1617821666,3361,0.184411975
1617821754,3374,0.183209253
1617821768,3376,0.179670914
1617821781,3378,0.214323262
1617821802,3381,0.189305039
1617821835,3386,0.223379885
1617821950,3403,0.239775842
1617821984,3408,0.180089066
1617822134,3430,0.21858979
1617822154,3433,0.189482223
1617822188,3438,0.206241361
1617822235,3445,0.181689637
1617822263,3449,0.183980749
1617822276,3451,0.178628357
1617822317,3457,0.175794959
1617822323,3458,0.183262024
1617822364,3464,0.19843746
1617822411,3471,0.174905395
1617822452,3477,0.183188159
1617822472,3480,0.184110319
1617822513,3486,0.31883237
1617822588,3497,0.200786372
1617822602,3499,0.183915603
1617822670,3509,0.171460689
1617822691,3512,0.176423101
1617822705,3514,0.17398874
1617822738,3519,0.173312752
1617822847,3535,0.177104655
1617822860,3537,0.181212346
1617822901,3543,0.179179246
1617822928,3547,0.176647143
1617822947,3549,0.180145924
1617823042,3563,0.174217613
1617823123,3575,0.496159121
1617823157,3580,0.199719961
1617823238,3592,0.208348501
1617823245,3593,0.175378064
1617823286,3599,0.195954368
1617823292,3600,0.182258594
1617823388,3614,0.177961821
1617823415,3618,0.197574892
1617823428,3620,0.173410412
1617823442,3622,0.177291047
1617823462,3625,0.177068368
1617823483,3628,0.205907063
1617823598,3645,0.179013005
1617823673,3656,0.205090106
1617823679,3657,0.185621169
1617823720,3663,0.218550744
1617823767,3670,0.201895437
1617823930,3694,0.178020226
1617823971,3700,0.193712255
1617823984,3702,0.193346385
1617824127,3723,0.217664638
1617824147,3726,0.245624594
1617824174,3730,0.220727082
1617824181,3731,0.172570522
1617824188,3732,0.478436751
1617824228,3738,0.242357142
1617824249,3741,0.190391554
1617824262,3743,0.183526857
1617824323,3752,0.187504617
1617824371,3759,0.175209122
1617824404,3764,0.179973885
1617824459,3772,0.226214412
1617824486,3776,0.187413325
1617824513,3780,0.181522861
1617824602,3793,0.249086507
1617824615,3795,0.2604448
1617824636,3798,0.185336662
1617824717,3810,0.179302925
1617824744,3814,0.182435964
1617824778,3819,0.17563611
1617824791,3821,0.177294668
1617824859,3831,0.204400416
1617824873,3833,0.177953287
1617824886,3835,0.177962286
1617824975,3848,0.195944356
1617825083,3864,0.179963966
1617825117,3869,0.179642602
1617825164,3876,0.289988541
1617825334,3901,0.179434777
1617825340,3902,0.369606563
1617825347,3903,0.215734309
1617825394,3910,0.219908357
1617825462,3920,0.177118147
1617825516,3928,0.178364245
1617825564,3935,0.300374627
1617825591,3939,0.212103198
1617825666,3950,0.196077651
1617825707,3956,0.230308529
1617825748,3962,0.176251621
1617825869,3980,0.173240481
1617825897,3984,0.198159018
1617825971,3995,0.189816812
1617826005,4000,0.186113198
1617826039,4005,0.176689948
1617826066,4009,0.17532059
1617826073,4010,0.212692004
1617826147,4021,0.180505204
1617826154,4022,0.180722831
1617826229,4033,0.176772592
1617826243,4035,0.284047518
1617826250,4036,0.302667916
1617826297,4043,0.184964016
1617826318,4046,0.184797728
1617826324,4047,0.179981487
1617826331,4048,0.185193704
1617826372,4054,0.187061739
1617826522,4076,0.201548147
1617826637,4093,0.175930967
1617826671,4098,0.174696161
1617826678,4099,0.405632379
1617826691,4101,0.25021506
1617826745,4109,0.24013964
1617827139,4167,0.196840591
1617827234,4181,0.2008148
1617827241,4182,0.230648671
1617827316,4193,0.299540185
1617827323,4194,0.194901694
1617827336,4196,0.186732772
1617827350,4198,0.19476912
1617827370,4201,0.171195145
1617827377,4202,0.185814837
1617827391,4204,0.193072064
1617827547,4227,0.268144789
1617827581,4232,0.201551476
1617827601,4235,0.181769696
1617827621,4238,0.191557873
1617827655,4243,0.18850778
1617827730,4254,0.181206793
1617827791,4263,0.181468565
1617827811,4266,0.179561216
1617827818,4267,0.188669551
1617827879,4276,0.181177026
1617827920,4282,0.194080849
1617828029,4298,0.314451102
1617828070,4304,0.180652458
1617828097,4308,0.201851595
1617828158,4317,0.206857454
1617828172,4319,0.194385857
1617828240,4328,0.174428138
1617828268,4332,0.176296814
1617828308,4338,0.179973291
1617828342,4343,0.181306747
1617828383,4349,0.228186022
1617828444,4358,0.212435145
1617828491,4365,0.176711811
1617828518,4369,0.198849803
1617828580,4378,0.240985956
1617828681,4393,0.179002376
1617828729,4400,0.201096525
1617828769,4406,0.175751315
1617828796,4410,0.20456179
1617828803,4411,0.19452828
1617828932,4430,0.376803102
1617828939,4431,0.217991509
1617828953,4433,0.193547364
1617828993,4439,0.18946667
1617829014,4442,0.611285819
1617829197,4469,0.188362075
1617829237,4475,0.192463968
1617829264,4479,0.183248753
1617829285,4482,0.180904893
1617829339,4490,0.593987945
1617829353,4492,0.175052346
1617829468,4509,0.419320399
1617829475,4510,0.216392125
1617829603,4529,0.241461676
1617829610,4530,0.175633235
1617829630,4533,0.177186937
1617829678,4540,0.267333188
1617829691,4542,0.187026267
1617829746,4550,0.227999175
1617829759,4552,0.253838208
1617829766,4553,0.175777404
1617829855,4566,0.378261157
1617829868,4568,0.33725095
1617829936,4578,0.218810979
1617829957,4581,0.176806445
1617830031,4592,0.183381361
1617830052,4595,0.182920229
1617830065,4597,0.178379356
1617830079,4599,0.187238457
1617830161,4611,0.429312373
1617830276,4628,0.221156655
1617830378,4643,0.228962814
1617830419,4649,0.172738475
1617830466,4656,0.176219852
1617830521,4664,0.223942567
1617830548,4668,0.206186436
1617830595,4675,0.174214784
1617830602,4676,0.19297963
1617830609,4677,0.174936664
1617830677,4687,0.192947243
1617830819,4708,0.181068783
1617830854,4713,0.174922962
1617830888,4718,0.173697039
1617830929,4724,0.199998729
1617830996,4734,0.260871928
1617831030,4739,0.201416155
1617831071,4745,0.231552846
1617831098,4749,0.180428883
1617831105,4750,0.182768842
1617831159,4758,0.196590461
1617831179,4761,0.309623545
1617831186,4762,0.175324176
1617831199,4764,0.178133207
1617831220,4767,0.384738739
1617831226,4768,0.182219187
1617831233,4769,0.201307773
1617831281,4776,0.182913279
1617831301,4779,0.195789523
1617831308,4780,0.184255664
1617831322,4782,0.228724605
1617831335,4784,0.175088237
1617831355,4787,0.185576174
1617831362,4788,0.26685039
1617831403,4794,0.193422183
1617831443,4800,0.227767904
1617831457,4802,0.230845413
1617831477,4805,0.173233007
1617831613,4825,0.173223705
1617831626,4827,0.175200927
1617831667,4833,0.173415476
1617831715,4840,0.20259528
1617831796,4852,0.177141617
1617831925,4871,0.18143144
1617831939,4873,0.179240701
1617832048,4889,0.246278034
1617832069,4892,0.171094644
1617832082,4894,0.183717965
1617832089,4895,0.17797011
1617832218,4914,0.192172651
1617832381,4938,0.216021272
1617832402,4941,0.181095395
1617832490,4954,0.518341083
1617832544,4962,0.236830767
1617832599,4970,0.181233778
1617832605,4971,0.177920552
1617832626,4974,0.174574566
1617832639,4976,0.222776341
1617832646,4977,0.174996327
1617832741,4991,0.197449466
1617832796,4999,0.179715792
1617832947,5021,0.181373581
1617832987,5027,0.213508424
1617833008,5030,0.204963144
1617833055,5037,0.189808453
1617833144,5050,0.190350844
1617833157,5052,0.178867881
1617833164,5053,0.260097533
1617833211,5060,0.177689816
1617833334,5078,0.189871027
1617833442,5094,0.189519289
1617833490,5101,0.226780609
1617833524,5106,0.172610744
1617833531,5107,0.246531796
1617833572,5113,0.301004178
1617833660,5126,0.205798075
1617833674,5128,0.213141833
1617833714,5134,0.616201153
1617833734,5137,0.173951208
1617833891,5160,0.274980091
1617833925,5165,0.213161414
1617834013,5178,0.209739478
1617834040,5182,0.186987792
1617834175,5200,0.173168536
1617834249,5208,0.240283553
1617834454,5231,0.174637302
1617834481,5234,0.183558103
1617834493,5235,0.175001263
1617834512,5237,0.195760396
1617834527,5239,0.179285067
1617834534,5240,0.180038391
1617834576,5244,0.179611531
1617834753,5262,0.273475167
1617834801,5266,0.229484751
1617835002,5289,0.17484948
1617835090,5302,0.40799249
1617835145,5310,0.213025697
1617835199,5318,0.22755044
1617835273,5329,0.204245397
1617835280,5330,0.178872829
1617835382,5345,0.243044714
1617835402,5348,0.173725013
1617835477,5359,0.196652906
1617835484,5360,0.174923777
1617835504,5363,0.203917618
1617835619,5380,0.191289757
1617835646,5384,0.191583694
1617835734,5397,0.18895166
1617835768,5402,0.216425397
1617835782,5404,0.187545654
1617835795,5406,0.191827537
1617835856,5415,0.186567532
1617835890,5420,0.491004111
1617835924,5425,0.180435507
1617836019,5439,0.172881735
1617836026,5440,0.335127674
1617836039,5442,0.511767576
1617836073,5447,0.180103048
1617836264,5475,0.18034965
1617836324,5484,0.204706937
1617836372,5491,0.34542745
1617836399,5495,0.176894071
1617836440,5501,0.175651978
1617836480,5507,0.205538073
1617836514,5512,0.190434617
1617836535,5515,0.205880497
1617836548,5517,0.21962116
1617836651,5532,0.198507612
1617836712,5541,0.184216956
1617836766,5549,0.203691958
1617836834,5559,0.181806902
1617836881,5566,0.21542788
1617836915,5571,0.390167232
1617836928,5573,0.210133218
1617836942,5575,0.211296976
1617836949,5576,0.177571317
1617837010,5585,0.208658958
1617837023,5587,0.177846034
1617837064,5593,0.244497252
1617837146,5605,0.298436824
1617837180,5610,0.185971241
1617837234,5618,0.451983046
1617837248,5620,0.178295071
1617837316,5630,0.174751284
1617837329,5632,0.182375673
1617837431,5647,0.314403232
1617837506,5658,0.208978285
1617837519,5660,0.190510019
1617837547,5664,0.187831582
1617837560,5666,0.17570511
1617837628,5676,0.298865978
1617837649,5679,0.18142804
1617837879,5713,0.179248687
1617837927,5720,0.172923645
1617837947,5723,0.57000434
1617837974,5727,0.470718602
1617838069,5741,0.395174976
1617838143,5752,0.205597072
1617838191,5759,0.198244327
1617838238,5766,0.17372428
1617838306,5776,0.18013895
1617838326,5779,0.2490076
1617838360,5784,0.425829925
1617838394,5789,0.184473174
1617838435,5795,0.197437056
1617838448,5797,0.266581704
1617838516,5807,0.181945553
1617838523,5808,0.400136039
1617838638,5825,0.271763653
1617838659,5828,0.179955841
1617838707,5835,0.18303782
1617838788,5847,0.288812723
1617838869,5859,0.307931961
1617838889,5862,0.187802536
1617838903,5864,0.176280795
1617838951,5871,0.227346364
1617839018,5881,0.172970595
1617839073,5889,0.235321675
1617839086,5891,0.1701431
1617839100,5893,0.211356417
1617839120,5896,0.184896751
1617839133,5898,0.176583708
1617839195,5907,0.194499001
1617839262,5917,0.608535297
1617839269,5918,0.271250424
1617839337,5928,0.176809693
1617839364,5932,0.183059811
1617839371,5933,0.178297027
1617839499,5952,0.204198039
1617839533,5957,0.178809371
1617839547,5959,0.267653191
1617839554,5960,0.17680414
1617839574,5963,0.407235185
1617839635,5972,0.191668898
1617839757,5990,0.199911464
1617839893,6010,0.175771606
1617839927,6015,0.18379644
1617839954,6019,0.203776802
1617839961,6020,0.266636256
1617839988,6024,0.213186815
1617840029,6030,0.178375316
1617840036,6031,0.173184229
1617840042,6032,0.18582507
1617840063,6035,0.176151958
1617840083,6038,0.17501266
1617840178,6052,0.20741669
1617840212,6057,0.176707772
1617840233,6060,0.18254451
1617840348,6077,0.234167976
1617840355,6078,0.178724062
1617840382,6082,0.185085926
1617840415,6087,0.226614717
1617840463,6094,0.193212077
1617840524,6103,0.376862218
1617840538,6105,0.181713747
1617840605,6115,0.301658805
1617840646,6121,0.178037421
1617840660,6123,0.22899285
1617840701,6129,0.169080356
1617840714,6131,0.191731041
1617840728,6133,0.179730356
1617840776,6140,0.191402051
1617840811,6145,0.171061163
1617840824,6147,0.186221534
1617840838,6149,0.21290069
1617840892,6157,0.189418497
1617840993,6172,0.185382843
1617841021,6176,0.189253013
1617841055,6181,0.176076009
1617841075,6184,0.263556116
1617841185,6200,0.342251966
1617841253,6210,0.184860919
1617841260,6211,0.183020637
1617841273,6213,0.220750412
1617841314,6219,0.192648778
1617841321,6220,0.18745875
1617841354,6225,0.224816613
1617841402,6232,0.188488723
1617841436,6237,0.175635947
1617841456,6240,0.178618135
1617841483,6244,0.179554208
1617841524,6250,0.208342215
1617841612,6263,0.175538321
1617841659,6270,0.176602369
1617841788,6289,0.196300191
1617841923,6309,0.204777042
1617841944,6312,0.262098201
1617841971,6316,0.709107658
1617841978,6317,0.178414653
1617842025,6324,0.171443308
1617842140,6341,0.172078167
1617842215,6352,0.17719717
1617842289,6363,0.187793607
1617842336,6370,0.18768399
1617842377,6376,0.182263146
1617842540,6400,0.21981285
1617842695,6423,0.181076874
1617842756,6432,0.178807986
1617842858,6447,0.323237199
1617842865,6448,0.374146015
1617842912,6455,0.189913716
1617842939,6459,0.195175235
1617843007,6469,0.186936045
1617843028,6472,0.214777491
1617843035,6473,0.176012469
1617843103,6483,0.193116965
1617843130,6487,0.197079335
1617843184,6495,0.174008345
1617843191,6496,0.173159468
1617843219,6500,0.222487096
1617843280,6509,0.206040568
1617843287,6510,0.396165671
1617843355,6520,0.221406366
1617843361,6521,0.192557753
1617843368,6522,0.181588694
1617843424,6530,0.182332878
1617843451,6534,0.206286274
1617843457,6535,0.187454594
1617843559,6550,0.191110256
1617843616,6558,0.188864931
1617843718,6571,0.171735708
1617843741,6574,0.179362705
1617843772,6578,0.196176395
1617843787,6580,0.170017092
1617843794,6581,0.182188442
1617843815,6584,0.198148331
1617843838,6587,0.220415811
1617843893,6593,0.180978538
1617843903,6594,0.207319926
1617843970,6603,0.212433632
1617843994,6606,0.219678273
1617844073,6616,0.189591467
1617844108,6621,0.179334939
1617844350,6649,0.172993774
1617844409,6654,0.404102821
